1,1,0,Unknown,11,Breeder,0
2,1,4,Unknown,14,Breeder,0
3,1,12,Himalayan,14,Breeder,0
4,0,11,Tibetan Mastiff,22,Rescue,0
5,0,0,Mutt,6,Rescue,0
6,0,18,Irish Wolfhound,18,Rescue,0
7,0,12,Mastiff,10,Rescue,0
8,0,2,Mutt,9,Rescue,0
9,1,18,Unknown,7,Shelter,0
10,1,5,Unknown,7,Breeder,0
11,1,0,Russian Blue,6,Rescue,0
12,0,6,Kerry Blue Terrier,25,Breeder,0
13,1,5,Maine Coon,7,Breeder,0
14,0,16,Belgian Shepherd Dog Groenendael,16,Breeder,0
15,0,3,Schnauzer Miniature,13,Breeder,0
16,1,6,Abyssinian,14,Shelter,0
17,1,20,Turkish Van,6,Rescue,0
18,0,1,Schnauzer Miniature,12,Rescue,0
19,0,10,Mutt,18,Shelter,0
20,1,1,Unknown,6,Rescue,0
21,1,7,Cornish Rex,6,Rescue,0
22,0,6,Schnauzer Miniature,13,Shelter,0
23,0,8,Portuguese Water Dog,21,Shelter,0
24,1,9,Unknown,6,Breeder,0
25,1,4,Unknown,6,Shelter,0
26,0,15,Schnauzer Miniature,17,Breeder,0
27,0,20,German Short-Haired Pointer,10,Shelter,1
28,1,17,Unknown,7,Shelter,1
29,1,10,Unknown,13,Shelter,0
30,1,3,Unknown,6,Breeder,0
31,0,4,Mutt,20,Shelter,0
32,1,13,Maine Coon,17,Rescue,0
33,1,18,Unknown,12,Breeder,0
34,1,1,Unknown,8,Shelter,0
35,1,15,Unknown,18,Shelter,0
36,1,3,Unknown,6,Rescue,0
37,1,10,Cornish Rex,10,Breeder,0
38,1,13,Maine Coon,13,Shelter,0
39,0,1,Mutt,9,Breeder,0
40,1,4,Unknown,5,Rescue,0
41,0,3,Hungarian Vizsla,5,Rescue,0
42,0,17,Mutt,18,Rescue,0
43,0,20,Mutt,20,Breeder,0
44,1,3,Abyssinian,8,Shelter,0
45,1,9,Unknown,16,Rescue,0
46,0,20,Cairn Terrier,17,Breeder,0
47,1,1,Russian Blue,12,Shelter,0
48,0,9,Briard,17,Rescue,0
49,0,5,Sussex Spaniel,21,Rescue,0
50,1,19,Unknown,13,Breeder,0
51,0,17,Mutt,7,Rescue,0
52,0,7,Ibizan Hound,22,Breeder,0
53,0,3,Mutt,11,Shelter,0
54,0,12,Portuguese Water Dog,25,Rescue,0
55,0,17,Mutt,22,Rescue,0
56,1,15,Cornish Rex,5,Breeder,0
57,1,18,Siamese,15,Shelter,0
58,0,0,Mutt,6,Rescue,0
59,0,5,Chihuahua (Smooth Coat),17,Rescue,0
60,1,8,Cornish Rex,5,Rescue,0
61,1,4,Persian,17,Breeder,0
62,1,2,Turkish Van,13,Shelter,0
63,0,14,Mutt,12,Shelter,0
64,0,10,Manchester Terrier,11,Rescue,0
65,1,8,Siamese,17,Shelter,0
66,0,10,Mutt,19,Rescue,0
67,1,2,Russian Blue,16,Breeder,0
68,0,0,Mutt,6,Breeder,0
69,1,3,Unknown,5,Shelter,0
70,0,17,Mutt,15,Breeder,0
71,0,8,Mutt,19,Breeder,0
72,1,5,Turkish Angora,11,Rescue,0
73,0,10,Mutt,23,Breeder,0
74,1,11,Siamese,18,Breeder,0
75,0,17,Mutt,9,Breeder,0
76,1,16,Unknown,5,Rescue,0
77,0,12,Hungarian Wire-Haired Vizsla,18,Shelter,0
78,0,0,Tenterfield Terrier,7,Shelter,0
79,1,12,Scottish Fold,7,Breeder,0
80,0,19,Welsh Corgi (Pembroke),20,Breeder,0
81,1,13,Unknown,16,Breeder,0
82,1,1,Unknown,12,Shelter,0
83,1,10,Scottish Fold,7,Breeder,0
84,1,5,Burmese,6,Shelter,0
85,0,2,Mutt,22,Rescue,0
86,0,14,Mutt,23,Rescue,0
87,1,5,Unknown,10,Shelter,0
88,1,10,Unknown,9,Shelter,0
89,1,6,Devon Rex,7,Breeder,0
90,0,12,Beagle,13,Shelter,0
91,0,9,Mutt,16,Shelter,0
92,1,10,Unknown,18,Rescue,0
93,1,11,Unknown,16,Shelter,1
94,1,9,Manx,18,Shelter,0
95,0,13,Mutt,12,Breeder,0
96,0,8,Mutt,7,Rescue,0
97,1,18,Burmese,18,Shelter,0
98,0,11,Poodle Miniature,6,Breeder,0
99,1,11,Abyssinian,17,Rescue,0
100,1,14,Unknown,17,Rescue,0
101,0,1,Mutt,23,Rescue,0
102,1,12,Persian,17,Breeder,0
103,1,5,Unknown,9,Shelter,0
104,0,2,Mutt,22,Shelter,0
105,1,4,Unknown,10,Breeder,0
106,1,13,Unknown,9,Rescue,0
107,0,3,Cesky Terrier,21,Breeder,0
108,1,15,Unknown,10,Breeder,1
109,1,8,Sphynx,10,Breeder,0
110,1,10,British Shorthair,12,Rescue,1
111,0,11,Mutt,12,Shelter,0
112,0,12,Mutt,16,Breeder,0
113,0,15,Mutt,24,Breeder,0
114,1,17,Unknown,8,Shelter,0
115,1,7,Scottish Fold,13,Breeder,0
116,1,7,Burmese,9,Rescue,0
117,0,5,Mutt,16,Shelter,0
118,0,2,Mutt,7,Shelter,0
119,1,18,Unknown,17,Breeder,0
120,0,16,Irish Water Spaniel,8,Rescue,0
121,1,14,Manx,9,Shelter,0
122,1,12,Unknown,5,Rescue,0
123,1,20,British Shorthair,18,Rescue,0
124,1,9,Persian,10,Shelter,0
125,0,4,Mutt,7,Shelter,0
126,1,20,British Shorthair,16,Shelter,0
127,0,17,Beagle,21,Breeder,0
128,0,14,Mutt,7,Breeder,0
129,1,18,Sphynx,8,Breeder,0
130,1,7,Unknown,7,Rescue,0
131,0,16,Mutt,20,Breeder,0
132,1,19,Unknown,16,Shelter,0
133,0,15,Dandie Dinmont Terrier,6,Rescue,0
134,0,17,Hungarian Wire-Haired Vizsla,16,Rescue,0
135,1,20,Unknown,9,Shelter,0
136,0,18,Norfolk Terrier,25,Rescue,0
137,0,9,Mutt,9,Breeder,1
138,0,12,Mutt,7,Breeder,0
139,1,12,Unknown,7,Shelter,0
140,0,16,Field Spaniel,8,Shelter,0
141,1,16,British Shorthair,18,Rescue,0
142,0,19,Australian Terrier,22,Shelter,0
143,1,13,Unknown,7,Shelter,0
144,1,19,Siamese,13,Rescue,0
145,0,3,Soft Coated Wheaten Terrier,17,Rescue,0
146,1,1,Unknown,8,Rescue,0
147,1,6,Burmese,16,Rescue,0
148,1,11,Unknown,18,Shelter,0
149,1,6,Unknown,8,Rescue,0
150,1,20,Unknown,7,Shelter,0
151,1,20,Siamese,8,Breeder,0
152,0,1,Welsh Terrier,20,Breeder,0
153,1,8,British Shorthair,13,Breeder,0
154,1,11,Unknown,9,Rescue,0
155,0,7,Mutt,21,Rescue,0
156,0,12,Leonberger,9,Shelter,0
157,1,14,Sphynx,16,Rescue,0
158,1,14,Cornish Rex,17,Breeder,0
159,1,3,Unknown,17,Shelter,0
160,1,18,Siamese,10,Shelter,0
161,0,12,Mutt,13,Breeder,0
162,0,8,Keeshond,10,Rescue,0
163,1,16,Unknown,15,Breeder,0
164,1,7,Unknown,8,Rescue,0
165,0,11,Gordon Setter,14,Breeder,0
166,0,18,Mutt,9,Breeder,0
167,0,11,Schipperke,6,Rescue,0
168,0,13,English Toy Terrier (Black & Tan),20,Shelter,0
169,1,2,Burmese,10,Shelter,0
170,1,10,Unknown,12,Rescue,0
171,0,3,Mutt,9,Breeder,0
172,1,1,Manx,15,Rescue,0
173,0,6,Mutt,13,Breeder,0
174,1,13,Manx,16,Shelter,0
175,0,4,Mutt,18,Breeder,0
176,0,17,Mutt,11,Rescue,0
177,1,8,Unknown,17,Rescue,0
178,0,2,Schipperke,5,Rescue,0
179,1,2,Unknown,7,Shelter,0
180,0,2,Mutt,24,Rescue,0
181,0,20,French Bulldog,20,Shelter,0
182,1,5,Turkish Angora,10,Breeder,0
183,1,1,British Shorthair,7,Breeder,0
184,1,13,Unknown,16,Breeder,0
185,1,20,Unknown,18,Rescue,0
186,0,4,Mutt,15,Rescue,0
187,1,5,Unknown,15,Rescue,0
188,1,7,Maine Coon,6,Breeder,0
189,0,11,Schipperke,8,Breeder,0
190,1,5,Abyssinian,9,Rescue,0
191,1,18,Unknown,9,Breeder,0
192,1,11,Scottish Fold,7,Rescue,0
193,1,10,Russian Blue,14,Breeder,0
194,0,7,Mutt,22,Shelter,0
195,0,5,Mutt,18,Rescue,0
196,0,19,Mutt,21,Breeder,0
197,1,3,Unknown,14,Breeder,0
198,1,5,Unknown,8,Rescue,1
199,0,13,Poodle Miniature,12,Breeder,0
200,0,5,Airedale Terrier,5,Rescue,0
201,0,16,Bedlington Terrier,25,Breeder,0
202,0,6,Flat-Coated Retriever,23,Breeder,0
203,0,11,Pharaoh Hound,10,Shelter,0
204,1,13,Siamese,16,Rescue,0
205,1,4,Persian,14,Rescue,0
206,1,13,Unknown,11,Breeder,0
207,0,1,Mutt,24,Rescue,0
208,0,2,Mutt,18,Breeder,0
209,1,4,Abyssinian,18,Shelter,0
210,1,14,Devon Rex,8,Rescue,0
211,1,15,Unknown,14,Shelter,0
212,0,16,Mutt,22,Breeder,0
213,1,10,Unknown,17,Rescue,0
214,1,5,Unknown,17,Shelter,0
215,0,5,Mutt,8,Breeder,0
216,1,0,Scottish Fold,11,Rescue,0
217,0,19,Lakeland Terrier,7,Rescue,0
218,0,15,Mutt,13,Shelter,0
219,1,13,Unknown,17,Breeder,0
220,0,4,Welsh Corgi (Cardigan),17,Rescue,0
221,1,14,Turkish Van,10,Rescue,0
222,1,8,Unknown,5,Shelter,0
223,1,1,Maine Coon,5,Shelter,1
224,0,5,Affenpinscher,22,Breeder,0
225,1,1,Cornish Rex,8,Shelter,0
226,1,16,Unknown,8,Rescue,0
227,1,3,Unknown,14,Rescue,0
228,0,16,Mutt,12,Rescue,0
229,1,13,Maine Coon,8,Rescue,0
230,1,5,British Shorthair,9,Shelter,0
231,0,18,Bichon Frise,5,Breeder,0
232,0,5,Tibetan Mastiff,23,Breeder,0
233,1,10,Unknown,9,Breeder,0
234,1,0,Sphynx,17,Shelter,0
235,0,5,Cairn Terrier,10,Breeder,0
236,1,12,Maine Coon,16,Breeder,0
237,0,11,Mutt,16,Breeder,1
238,0,18,Japanese Akita,10,Rescue,0
239,0,17,Harrier Hound,24,Breeder,0
240,0,14,Mutt,7,Breeder,0
241,1,5,Unknown,15,Rescue,0
242,0,15,Fox Terrier Wire Coat,16,Breeder,0
243,1,6,Unknown,6,Breeder,0
244,0,15,Mutt,16,Breeder,0
245,0,3,Shetland Sheepdog,14,Breeder,0
246,1,13,Unknown,8,Shelter,0
247,0,18,Pointer,18,Rescue,0
248,0,0,Welsh Springer Spaniel,12,Rescue,0
249,0,8,Mutt,13,Breeder,0
250,1,0,Turkish Van,14,Shelter,0
251,1,14,Unknown,9,Rescue,0
252,0,18,Alaskan Malamute,23,Shelter,0
253,0,16,Rottweiler,11,Rescue,0
254,1,18,British Shorthair,11,Shelter,0
255,1,2,Unknown,5,Rescue,0
256,0,20,Poodle Standard,18,Rescue,0
257,0,1,Dachshund (Miniature Long Haired),13,Breeder,0
258,1,10,Maine Coon,17,Shelter,0
259,0,13,Basenji,16,Shelter,0
260,0,2,Mutt,8,Breeder,0
261,1,5,Cornish Rex,17,Breeder,0
262,0,16,Field Spaniel,7,Breeder,0
263,0,19,Mutt,6,Rescue,0
264,0,4,Mutt,5,Rescue,0
265,0,12,Irish Setter,11,Rescue,0
266,1,12,Unknown,8,Breeder,0
267,0,5,Mutt,19,Breeder,0
268,1,17,Scottish Fold,17,Breeder,0
269,0,0,Mutt,14,Shelter,0
270,0,2,Irish Water Spaniel,9,Rescue,0
271,1,7,Persian,14,Breeder,0
272,1,11,Unknown,13,Rescue,0
273,0,8,Mutt,14,Breeder,0
274,1,2,Sphynx,17,Breeder,0
275,0,3,Dobermann,17,Breeder,0
276,1,4,Unknown,10,Breeder,0
277,0,4,Cesky Terrier,18,Shelter,0
278,0,11,Mutt,6,Shelter,0
279,1,9,Unknown,12,Shelter,0
280,1,3,Unknown,8,Rescue,0
281,1,8,Unknown,12,Shelter,0
282,0,17,Finnish Lapphund,10,Rescue,0
283,0,18,Mutt,17,Rescue,0
284,0,10,Old English Sheepdog,25,Breeder,0
285,1,7,Abyssinian,8,Rescue,0
286,0,2,Mutt,7,Rescue,0
287,0,18,Mutt,22,Shelter,0
288,0,7,Mutt,20,Breeder,0
289,1,20,Himalayan,7,Breeder,0
290,1,2,Russian Blue,17,Rescue,0
291,1,17,Unknown,5,Rescue,0
292,0,8,Mutt,21,Breeder,0
293,1,1,Unknown,10,Rescue,0
294,0,16,Mutt,24,Rescue,0
295,0,13,Mutt,8,Rescue,0
296,0,17,Boxer,9,Shelter,0
297,1,11,Persian,12,Shelter,0
298,0,15,Mutt,18,Shelter,1
299,1,9,Unknown,7,Breeder,0
300,1,11,Devon Rex,7,Rescue,0
301,1,18,Unknown,9,Breeder,0
302,1,16,Turkish Angora,13,Shelter,1
303,1,5,Abyssinian,7,Breeder,0
304,0,4,Mutt,18,Shelter,0
305,0,12,Mutt,14,Breeder,0
306,1,0,Unknown,15,Shelter,0
307,1,3,Unknown,14,Breeder,0
308,0,5,Mutt,24,Shelter,0
309,0,6,Mutt,8,Shelter,1
310,1,18,Unknown,9,Shelter,0
311,0,6,Foxhound,6,Rescue,0
312,1,9,Turkish Van,12,Breeder,0
313,1,15,Sphynx,11,Rescue,0
314,0,0,Beagle,14,Breeder,0
315,0,6,Weimaraner,15,Shelter,0
316,1,13,Unknown,7,Breeder,0
317,0,13,Mutt,15,Breeder,0
318,1,13,Unknown,16,Shelter,0
319,0,0,Mutt,25,Rescue,0
320,0,19,Mutt,12,Rescue,0
321,1,19,Unknown,18,Rescue,0
322,0,18,English Springer Spaniel,18,Shelter,0
323,0,6,Belgian Shepherd Dog Groenendael,24,Breeder,0
324,0,16,Briard,17,Rescue,0
325,1,4,Unknown,18,Rescue,0
326,1,11,Turkish Angora,9,Shelter,0
327,1,20,Turkish Angora,14,Rescue,0
328,0,20,Bernese Mountain Dog,5,Shelter,0
329,1,13,Turkish Angora,6,Shelter,0
330,1,7,Turkish Angora,16,Breeder,0
331,1,7,Unknown,16,Breeder,0
332,0,3,Mutt,11,Rescue,0
333,0,17,Boston Terrier,7,Shelter,0
334,0,16,Basset Hound,13,Shelter,0
335,0,2,Papillon,13,Shelter,0
336,1,11,Scottish Fold,10,Shelter,0
337,0,4,Sussex Spaniel,15,Rescue,0
338,1,1,Unknown,14,Shelter,0
339,1,5,Unknown,15,Rescue,0
340,0,1,Poodle Standard,17,Rescue,0
341,1,7,Sphynx,11,Shelter,0
342,0,20,Mutt,24,Shelter,0
343,0,12,West Highland White Terrier,6,Shelter,0
344,1,15,British Shorthair,10,Breeder,0
345,0,9,Mutt,16,Rescue,0
346,0,6,Mutt,17,Breeder,0
347,0,1,Airedale Terrier,8,Shelter,0
348,1,10,Unknown,7,Shelter,0
349,0,7,Nova Scotia Duck Tolling Retriever,18,Rescue,0
350,1,5,Turkish Angora,17,Shelter,0
351,0,5,Mutt,18,Rescue,0
352,1,7,Unknown,16,Rescue,0
353,0,17,Mutt,18,Shelter,0
354,0,16,Dachshund (Smooth Haired),12,Rescue,0
355,1,7,Cornish Rex,12,Shelter,0
356,0,19,Mutt,21,Rescue,0
357,0,17,Mutt,23,Shelter,0
358,1,19,Unknown,5,Rescue,0
359,0,20,Mutt,21,Rescue,0
360,1,17,Scottish Fold,6,Shelter,0
361,0,6,Chihuahua (Smooth Coat),13,Shelter,0
362,1,6,Burmese,5,Rescue,0
363,1,6,Unknown,12,Shelter,0
364,0,10,Mutt,16,Rescue,0
365,0,4,Mutt,24,Rescue,0
366,1,4,Unknown,8,Rescue,0
367,0,17,Ibizan Hound,21,Rescue,0
368,0,7,Kerry Blue Terrier,16,Breeder,0
369,0,19,Mutt,5,Breeder,0
370,1,17,Devon Rex,8,Breeder,0
371,0,7,Mutt,23,Shelter,0
372,0,14,Mutt,13,Breeder,0
373,1,14,Russian Blue,14,Rescue,0
374,1,15,Manx,5,Breeder,0
375,0,8,Mutt,22,Breeder,0
376,1,17,Himalayan,11,Breeder,0
377,0,20,Mutt,5,Breeder,1
378,0,9,Mutt,21,Shelter,0
379,0,4,Australian Terrier,10,Rescue,0
380,0,20,English Toy Terrier (Black & Tan),10,Breeder,0
381,0,15,Mutt,17,Rescue,0
382,0,0,Mutt,7,Breeder,0
383,0,16,Boston Terrier,21,Rescue,0
384,1,17,Unknown,15,Shelter,0
385,1,19,Maine Coon,13,Shelter,0
386,0,15,Skye Terrier,9,Breeder,0
387,0,19,Mutt,25,Shelter,0
388,1,12,Unknown,12,Shelter,1
389,0,12,Mutt,14,Rescue,0
390,0,3,Mutt,6,Rescue,0
391,1,18,Cornish Rex,17,Rescue,0
392,1,4,Maine Coon,9,Breeder,0
393,0,12,Clumber Spaniel,25,Rescue,0
394,0,16,Rhodesian Ridgeback,24,Rescue,0
395,1,13,Unknown,7,Rescue,0
396,0,8,Dachshund (Smooth Haired),15,Rescue,0
397,0,16,Tenterfield Terrier,20,Breeder,0
398,1,9,Unknown,11,Breeder,0
399,1,11,Unknown,9,Rescue,0
400,0,14,Mutt,17,Breeder,0
401,0,5,Mutt,22,Breeder,0
402,1,0,Abyssinian,13,Shelter,0
403,0,5,Anatolian Shepherd Dog,6,Breeder,0
404,0,3,Lhaso Apso,25,Rescue,0
405,1,18,Cornish Rex,17,Rescue,0
406,0,13,Mutt,23,Breeder,0
407,0,0,Mutt,6,Shelter,0
408,0,1,Deerhound,16,Shelter,0
409,1,14,Burmese,18,Shelter,0
410,0,15,Mutt,25,Shelter,0
411,1,6,Unknown,17,Breeder,0
412,0,17,St Bernard,13,Shelter,0
413,1,1,Cornish Rex,13,Breeder,0
414,1,2,Unknown,6,Rescue,0
415,1,2,British Shorthair,13,Shelter,0
416,1,0,Unknown,9,Rescue,0
417,0,7,Sussex Spaniel,14,Breeder,0
418,1,13,Turkish Angora,5,Breeder,0
419,0,10,Mutt,25,Rescue,0
420,1,10,Unknown,16,Rescue,0
421,1,14,Unknown,17,Rescue,1
422,1,17,Cornish Rex,14,Breeder,0
423,0,12,Chihuahua (Smooth Coat),23,Breeder,0
424,1,12,Unknown,15,Breeder,0
425,0,0,Mutt,20,Shelter,0
426,0,9,Mutt,15,Rescue,0
427,1,14,Unknown,13,Shelter,0
428,1,0,Unknown,13,Breeder,0
429,0,12,Mutt,13,Breeder,0
430,0,18,Mutt,22,Rescue,0
431,1,2,Unknown,13,Rescue,1
432,1,14,Cornish Rex,6,Breeder,0
433,0,10,Mutt,15,Rescue,0
434,1,14,Scottish Fold,5,Rescue,0
435,0,8,Dachshund (Wire Haired),19,Shelter,0
436,0,13,Bedlington Terrier,13,Rescue,0
437,1,0,Unknown,15,Rescue,0
438,1,12,Russian Blue,13,Shelter,0
439,1,18,Unknown,6,Rescue,0
440,0,18,Kerry Blue Terrier,13,Rescue,0
441,0,10,Mutt,10,Rescue,0
442,0,19,Rottweiler,14,Rescue,0
443,0,6,German Shepherd Dog,8,Breeder,0
444,1,2,Burmese,7,Shelter,0
445,0,1,Dachshund (Miniature Wire Haired),18,Rescue,0
446,1,18,Turkish Angora,15,Breeder,0
447,0,7,Mutt,8,Rescue,0
448,0,9,Tibetan Terrier,22,Rescue,0
449,1,18,British Shorthair,15,Rescue,0
450,0,12,Irish Terrier,17,Shelter,0
451,1,18,Siamese,18,Breeder,0
452,1,10,Unknown,5,Breeder,0
453,0,6,Mutt,10,Rescue,0
454,1,5,Russian Blue,5,Shelter,0
455,0,3,Mutt,15,Breeder,0
456,0,18,Basset Fauve de Bretagne,15,Rescue,0
457,1,5,Maine Coon,6,Breeder,0
458,1,12,Scottish Fold,10,Breeder,0
459,0,13,Australian Cattle Dog,21,Breeder,0
460,1,12,Unknown,18,Shelter,0
461,0,18,Australian Terrier,18,Rescue,0
462,1,15,Unknown,9,Rescue,0
463,0,1,Mutt,19,Rescue,0
464,1,4,Unknown,14,Rescue,0
465,1,10,Turkish Van,8,Rescue,0
466,1,14,Unknown,16,Breeder,0
467,0,18,Mutt,15,Shelter,0
468,1,17,British Shorthair,16,Breeder,0
469,1,16,Devon Rex,17,Breeder,1
470,1,18,Sphynx,9,Shelter,0
471,1,2,Unknown,18,Shelter,0
472,0,2,Maltese,22,Breeder,0
473,0,15,Mutt,24,Rescue,0
474,0,13,Mutt,13,Breeder,0
475,1,20,Unknown,13,Shelter,0
476,0,1,Dogue de Bordeaux,18,Shelter,0
477,1,7,Unknown,11,Rescue,0
478,0,11,Mutt,13,Rescue,0
479,0,8,Mutt,21,Rescue,0
480,1,9,Sphynx,13,Shelter,0
481,0,18,Clumber Spaniel,13,Breeder,0
482,1,14,Unknown,14,Breeder,0
483,0,20,Welsh Terrier,19,Shelter,0
484,1,3,Himalayan,12,Breeder,0
485,1,2,British Shorthair,13,Rescue,0
486,0,5,Mutt,6,Shelter,1
487,1,8,Manx,17,Shelter,0
488,1,1,Unknown,10,Breeder,0
489,0,5,Mutt,8,Shelter,0
490,0,18,Newfoundland,9,Rescue,0
491,1,2,Turkish Angora,16,Breeder,0
492,1,13,Unknown,13,Rescue,0
493,1,15,Turkish Van,8,Shelter,0
494,0,7,Mutt,10,Breeder,0
495,1,0,Siamese,13,Breeder,0
496,1,11,Russian Blue,12,Breeder,0
497,0,6,Schnauzer Giant,22,Breeder,0
498,1,20,Turkish Van,11,Rescue,0
499,0,14,Belgian Shepherd Dog Malinois,15,Rescue,0
500,0,17,Mutt,13,Rescue,0
501,0,1,Mutt,14,Rescue,0
